Morphology_R,Morphology_H,Production_H,Production_R,UR,SR,simplify_delete_obstruent,simplify_delete_lateral,nasalize,lateralize,tensify,Type,IPA_Morphology_R,IPA_Production_R,IPA_UR,IPA_SR
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
nvlp-ta,넓다,널따,nvl.da,lp-t,ld,1,0,,,1,lC+Obstruen,nʌlp-ta,nʌl.t*a,lp-t,lt*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
malk-sxpniga,맑습니까,말씀니까,mal.Sxm.ni.ga,lk-s,lS,1,0,,,1,lC+Obstruen,malk-sɨpnik*a,mal.s*ɨm.ni.k*a,lk-s,ls*
nxlk-ko,늙고,늑꾸,nxk.gu,lk-k,kg,0,1,,,1,lC+Obstruen,nɨlk-ko,nɨk.k*u,lk-k,kk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
cvlm-ko,젊고,젊꼬,cvlm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,cʌlm-ko,cʌlm.k*o,lm-k,lmk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ko,pal.k*o,lk-k,lk*
hulT-kito,훑기도,훌끼도,hul.gi.to,lT-k,lg,1,0,,,1,lC+Obstruen,hultʰ-kito,hul.k*i.to,ltʰ-k,lk*
ilk-kvna,읽거나,일꺼나,il.gv.na,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-kʌna,il.k*ʌ.na,lk-k,lk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
Jalp-ke,짧게,짥께,Jalk.ge,lp-k,lkg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alk.k*e,lp-k,lkk*
talm-ci,닮지,담찌,tam.Ji,lm-c,mJ,0,1,,,1,lC+Obstruen,talm-ci,tam.c*i,lm-c,mc*
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,talm-ko,talm.k*o,lm-k,lmk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
Poknvlp-ke,폭넓게,퐁넉께,PoN.nvk.ge,lp-k,kg,0,1,,,1,lC+Obstruen,pʰoknʌlp-ke,pʰoŋ.nʌk.k*e,lp-k,kk*
Poknvlp-ke,폭넓게,퐁넓께,PoN.nvlp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,pʰoknʌlp-ke,pʰoŋ.nʌlp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Poknvlp-ke,폭넓게,퐁널께,PoN.nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,pʰoknʌlp-ke,pʰoŋ.nʌl.k*e,lp-k,lk*
ilk-kin,읽긴,읽낀,ilk.gin,lk-k,lkg,0,0,,,1,lC+Obstruen,ilk-kin,ilk.k*in,lk-k,lkk*
yalp-ke,얇게,얄께,yal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,jalp-ke,jal.k*e,lp-k,lk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ko,pal.k*o,lk-k,lk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
cvlm-ko,젊고,젊꼬,cvlm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,cʌlm-ko,cʌlm.k*o,lm-k,lmk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
palp-kito,밟기도,발끼도,pal.gi.to,lp-k,lg,1,0,,,1,lC+Obstruen,palp-kito,pal.k*i.to,lp-k,lk*
ilk-ko,읽고,읽꼬,ilk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,ilk-ko,ilk.k*o,lk-k,lkk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
cvlm-canhayo,젊잖아요,점짜나요,cvm.Ja.na.yo,lm-c,mJ,0,1,,,1,lC+Obstruen,cʌlm-canhajo,cʌm.c*a.na.jo,lm-c,mc*
talm-kin,닮긴,담낀,tam.gin,lm-k,mg,0,1,,,1,lC+Obstruen,talm-kin,tam.k*in,lm-k,mk*
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,,,1,lC+Obstruen,palp-ko,pal.k*o,lp-k,lk*
talm-ko,닮고,당꼬,taN.go,lm-k,Ng,0,1,,,1,lC+Obstruen,talm-ko,taŋ.k*o,lm-k,ŋk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
cvlm-ki,젊기,점끼,cvm.gi,lm-k,mg,0,1,,,1,lC+Obstruen,cʌlm-ki,cʌm.k*i,lm-k,mk*
talm-ko,닮고,담꾸,tam.gu,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*u,lm-k,mk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
Jalp-kelato,짧게라도,짧께라도,Jalp.ge.la.to,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-kelato,c*alp.k*e.la.to,lp-k,lpk*
nvlp-cin,넓진,넙찐,nvp.Jin,lp-c,pJ,0,1,,,1,lC+Obstruen,nʌlp-cin,nʌp.c*in,lp-c,pc*
cvlm-ke,젊게,젋께,cvlp.ge,lm-k,lmg,0,0,,,1,lC+Obstruen,cʌlm-ke,cʌlp.k*e,lm-k,lmk*
nvlp-ko,넓고,넘꼬,nvm.go,lp-k,mg,0,1,,,1,lC+Obstruen,nʌlp-ko,nʌm.k*o,lp-k,mk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-kegacinxn,짧게까지는,짥께까지는,Jalk.ge.ga.ci.nxn,lp-k,lkg,0,0,,,1,lC+Obstruen,c*alp-kek*acinɨn,c*alk.k*e.k*a.ci.nɨn,lp-k,lkk*
Jalp-ko,짧고,짧꼬,Jalp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ko,c*alp.k*o,lp-k,lpk*
nvlp-ke,넓게,넓께,nvlp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,nʌlp-ke,nʌlp.k*e,lp-k,lpk*
kulm-ko,굶고,굼꼬,kum.go,lm-k,mg,0,1,,,1,lC+Obstruen,kulm-ko,kum.k*o,lm-k,mk*
yalp-ke,얇게,얄께,yal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,jalp-ke,jal.k*e,lp-k,lk*
Jalp-ko,짧고,짤꼬,Jal.go,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ko,c*al.k*o,lp-k,lk*
Jalp-ko,짧고,짥꼬,Jalk.go,lp-k,lkg,0,0,,,1,lC+Obstruen,c*alp-ko,c*alk.k*o,lp-k,lkk*
nvlp-ko,넓고,널꾸,nvl.gu,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ko,nʌl.k*u,lp-k,lk*
talm-ta,닮다,닮따,talm.da,lm-t,lmd,0,0,,,1,lC+Obstruen,talm-ta,talm.t*a,lm-t,lmt*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
Jalp-ki,짧기,짤끼,Jal.gi,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ki,c*al.k*i,lp-k,lk*
nvlp-tanxn,넓다는,널따는,nvl.da.nxn,lp-t,ld,1,0,,,1,lC+Obstruen,nʌlp-tanɨn,nʌl.t*a.nɨn,lp-t,lt*
ilk-kosvnxn,읽고서는,일꾸서는,il.gu.sv.nxn,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-kosʌnɨn,il.k*u.sʌ.nɨn,lk-k,lk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
nvlp-ko,넓고,넓꼬,nvlp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,nʌlp-ko,nʌlp.k*o,lp-k,lpk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
Jalp-ta,짧다,짤따,Jal.da,lp-t,ld,1,0,,,1,lC+Obstruen,c*alp-ta,c*al.t*a,lp-t,lt*
talm-ko,닮고,당꼬,taN.go,lm-k,Ng,0,1,,,1,lC+Obstruen,talm-ko,taŋ.k*o,lm-k,ŋk*
Jalp-ta,짧다,짧따,Jalp.da,lp-t,lpd,0,0,,,1,lC+Obstruen,c*alp-ta,c*alp.t*a,lp-t,lpt*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
ilk-ki,읽기,일끼,il.gi,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ki,il.k*i,lk-k,lk*
ilk-ko,읽고,읽꼬,ilk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,ilk-ko,ilk.k*o,lk-k,lkk*
ilk-ko,읽고,익꼬,ik.go,lk-k,kg,0,1,,,1,lC+Obstruen,ilk-ko,ik.k*o,lk-k,kk*
kxlk-ko,긁고,긁꼬,kxlk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,kɨlk-ko,kɨlk.k*o,lk-k,lkk*
kxlk-taka,긁다가,긁따가,kxlk.da.ka,lk-t,lkd,0,0,,,1,lC+Obstruen,kɨlk-taka,kɨlk.t*a.ka,lk-t,lkt*
nvlp-ko,넓고,넓꼬,nvlp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,nʌlp-ko,nʌlp.k*o,lp-k,lpk*
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ko,pal.k*o,lk-k,lk*
Jalp-ciman,짧지만,짧찌만,Jalp.Ji.man,lp-c,lpJ,0,0,,,1,lC+Obstruen,c*alp-ciman,c*alp.c*i.man,lp-c,lpc*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ko,짧고,짤꼬,Jal.go,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ko,c*al.k*o,lp-k,lk*
Jalp-ta,짧다,짧따,Jalp.da,lp-t,lpd,0,0,,,1,lC+Obstruen,c*alp-ta,c*alp.t*a,lp-t,lpt*
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ko,palk.k*o,lk-k,lkk*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
ilk-ko,읽고,읽고,ilk.ko,lk-k,lkg,0,0,,,0,lC+Obstruen,ilk-ko,ilk.ko,lk-k,lkk*
Jalp-kenxn,짧게는,짤께는,Jal.ge.nxn,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-kenɨn,c*al.k*e.nɨn,lp-k,lk*
Jalp-cito,짧지도,짧찌도,Jalp.Ji.to,lp-c,lpJ,0,0,,,1,lC+Obstruen,c*alp-cito,c*alp.c*i.to,lp-c,lpc*
palp-ke,밟게,밟께,palp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,palp-ke,palp.k*e,lp-k,lpk*
Jalp-ko,짧고,짧꼬,Jalp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ko,c*alp.k*o,lp-k,lpk*
ilk-ki,읽기,익끼,ik.gi,lk-k,kg,0,1,,,1,lC+Obstruen,ilk-ki,ik.k*i,lk-k,kk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ko,pal.k*o,lk-k,lk*
talm-tvlako,닮더라고,담떠라고,tam.dv.la.ko,lm-t,md,0,1,,,1,lC+Obstruen,talm-tʌlako,tam.t*ʌ.la.ko,lm-t,mt*
malk-ko,맑고,맑꼬,malk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,malk-ko,malk.k*o,lk-k,lkk*
nvlp-kvtxn,넓거든,널꺼든,nvl.gv.txn,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-kʌtɨn,nʌl.k*ʌ.tɨn,lp-k,lk*
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,talm-ko,talm.k*o,lm-k,lmk*
cvlm-kvn,젊건,젊껀,cvlm.gvn,lm-k,lmg,0,0,,,1,lC+Obstruen,cʌlm-kʌn,cʌlm.k*ʌn,lm-k,lmk*
nvlp-ko,넓고,넑꾸,nvlk.gu,lp-k,lkg,0,0,,,1,lC+Obstruen,nʌlp-ko,nʌlk.k*u,lp-k,lkk*
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,talm-ko,talm.k*o,lm-k,lmk*
cvlm-tamyvn,젊다면,점따면,cvm.da.myvn,lm-t,md,0,1,,,1,lC+Obstruen,cʌlm-tamjʌn,cʌm.t*a.mjʌn,lm-t,mt*
cvlm-kito,젊기도,점끼도,cvm.gi.to,lm-k,mg,0,1,,,1,lC+Obstruen,cʌlm-kito,cʌm.k*i.to,lm-k,mk*
malk-ke,맑게,말께,mal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,malk-ke,mal.k*e,lk-k,lk*
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ke,nʌl.k*e,lp-k,lk*
nxlk-ki,늙기,늙끼,nxlk.gi,lk-k,lkg,0,0,,,1,lC+Obstruen,nɨlk-ki,nɨlk.k*i,lk-k,lkk*
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,malk-ko,mal.k*o,lk-k,lk*
nxlk-ko,늙고,늙꾸,nxlk.gu,lk-k,lkg,0,0,,,1,lC+Obstruen,nɨlk-ko,nɨlk.k*u,lk-k,lkk*
Jalp-kelato,짧게라도,짤께라도,Jal.ge.la.to,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-kelato,c*al.k*e.la.to,lp-k,lk*
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,,,1,lC+Obstruen,palp-ko,pal.k*o,lp-k,lk*
kulm-ko,굶고,굼꼬,kum.go,lm-k,mg,0,1,,,1,lC+Obstruen,kulm-ko,kum.k*o,lm-k,mk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,talm-ko,talm.k*o,lm-k,lmk*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
nvlp-ke,넓게,넙께,nvp.ge,lp-k,pg,0,1,,,1,lC+Obstruen,nʌlp-ke,nʌp.k*e,lp-k,pk*
nvlp-ta,넓다,널따,nvl.da,lp-t,ld,1,0,,,1,lC+Obstruen,nʌlp-ta,nʌl.t*a,lp-t,lt*
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,malk-ko,mal.k*o,lk-k,lk*
yalp-ke,얇게,얇께,yalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,jalp-ke,jalp.k*e,lp-k,lpk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
Jalp-ke,짧게,짥께,Jalk.ge,lp-k,lkg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alk.k*e,lp-k,lkk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
Jalp-kepage,짧게밖에,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-kepak*e,c*al.k*e,lp-k,lk*
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ke,nʌl.k*e,lp-k,lk*
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ke,nʌl.k*e,lp-k,lk*
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ke,nʌl.k*e,lp-k,lk*
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ke,nʌl.k*e,lp-k,lk*
nvlp-ko,넓고,널꼬,nvl.go,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ko,nʌl.k*o,lp-k,lk*
nvlp-ko,넓고,넓꾸,nvlp.gu,lp-k,lpg,0,0,,,1,lC+Obstruen,nʌlp-ko,nʌlp.k*u,lp-k,lpk*
nvlp-ko,넓고,널꼬,nvl.go,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ko,nʌl.k*o,lp-k,lk*
nvlp-ko,넓고,널꾸,nvl.gu,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ko,nʌl.k*u,lp-k,lk*
nvlp-ko,넓고,널꼬,nvl.go,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ko,nʌl.k*o,lp-k,lk*
nvlp-ki,넓기,널끼,nvl.gi,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ki,nʌl.k*i,lp-k,lk*
nvlp-ci,넓지,넙찌,nvp.Ji,lp-c,pJ,0,1,,,1,lC+Obstruen,nʌlp-ci,nʌp.c*i,lp-c,pc*
nvlp-ci,넓지,넓찌,nvlp.Ji,lp-c,lpJ,0,0,,,1,lC+Obstruen,nʌlp-ci,nʌlp.c*i,lp-c,lpc*
mulk-ke,묽게,물께,mul.ge,lk-k,lg,1,0,,,1,lC+Obstruen,mulk-ke,mul.k*e,lk-k,lk*
Jalp-keto,짧게도,짤께도,Jal.ge.to,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-keto,c*al.k*e.to,lp-k,lk*
kulk-canha,굵잖아,국짜나,kuk.Ja.na,lk-c,kJ,0,1,,,1,lC+Obstruen,kulk-canha,kuk.c*a.na,lk-c,kc*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ko,pal.k*o,lk-k,lk*
palp-ke,밟게,발께,pal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,palp-ke,pal.k*e,lp-k,lk*
ilk-ki,읽기,일끼,il.gi,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ki,il.k*i,lk-k,lk*
nxlk-ko,늙고,늘꼬,nxl.go,lk-k,lg,1,0,,,1,lC+Obstruen,nɨlk-ko,nɨl.k*o,lk-k,lk*
Jalp-kekvtxnyo,짧게거든요,짧께거든녀,Jalp.ge.kv.txn.nyv,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-kekʌtɨnjo,c*alp.k*e.kʌ.tɨn.njʌ,lp-k,lpk*
nxlk-ko,늙고,늘꼬,nxl.go,lk-k,lg,1,0,,,1,lC+Obstruen,nɨlk-ko,nɨl.k*o,lk-k,lk*
nxlk-ko,늙고,늘꼬,nxl.go,lk-k,lg,1,0,,,1,lC+Obstruen,nɨlk-ko,nɨl.k*o,lk-k,lk*
nxlk-ki,늙기,늙끼,nxlk.gi,lk-k,lkg,0,0,,,1,lC+Obstruen,nɨlk-ki,nɨlk.k*i,lk-k,lkk*
nxlk-canhayo,늙잖아요,늘짜나요,nxl.Ja.na.yo,lk-c,lJ,1,0,,,1,lC+Obstruen,nɨlk-canhajo,nɨl.c*a.na.jo,lk-c,lc*
nvlpkito,넓기도,넓끼도,nvlp.gi.to,lk-g,lpg,0,0,,,1,lC+Obstruen,nʌlpkito,nʌlp.k*i.to,lk-k*,lpk*
Jalp-kelanxn,짧게라는,짤께라는,Jal.ge.la.nxn,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-kelanɨn,c*al.k*e.la.nɨn,lp-k,lk*
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0,1,,,1,lC+Obstruen,cʌlm-ko,cʌm.k*o,lm-k,mk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,talm-ko,talm.k*o,lm-k,lmk*
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ke,nʌl.k*e,lp-k,lk*
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ko,pal.k*o,lk-k,lk*
salm-ko,삶고,삼꼬,sam.go,lm-k,mg,0,1,,,1,lC+Obstruen,salm-ko,sam.k*o,lm-k,mk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,talm-ko,talm.k*o,lm-k,lmk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,talm-ko,talm.k*o,lm-k,lmk*
talm-ko,닮고,담꾸,tam.gu,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*u,lm-k,mk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
talm-ki,닮기,닮끼,talm.gi,lm-k,lmg,0,0,,,1,lC+Obstruen,talm-ki,talm.k*i,lm-k,lmk*
talm-ci,닮지,담찌,tam.Ji,lm-c,mJ,0,1,,,1,lC+Obstruen,talm-ci,tam.c*i,lm-c,mc*
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,talm-ko,talm.k*o,lm-k,lmk*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
ilk-ko,읽고,일꾸,il.gu,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*u,lk-k,lk*
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ke,nʌl.k*e,lp-k,lk*
nvlp-kenxn,넓게는,넓께는,nvlp.ge.nxn,lp-k,lpg,0,0,,,1,lC+Obstruen,nʌlp-kenɨn,nʌlp.k*e.nɨn,lp-k,lpk*
nxlk-ki,늙기,늘끼,nxl.gi,lk-k,lg,1,0,,,1,lC+Obstruen,nɨlk-ki,nɨl.k*i,lk-k,lk*
nxlk-ki,늙기,늘끼,nxl.gi,lk-k,lg,1,0,,,1,lC+Obstruen,nɨlk-ki,nɨl.k*i,lk-k,lk*
