Morphology_R,Morphology_H,Production_H,Production_R,UR,SR,simplify_delete_obstruent,simplify_delete_lateral,nasalize,lateralize,tensify,Type,notes,n
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ta,넓다,널따,nvl.da,lp-t,ld,1,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
malk-sxpniga,맑습니까,말씀니까,mal.Sxm.ni.ga,lk-s,lS,1,0,,,1,lC+Obstruen,,
nxlk-ko,늙고,늑꾸,nxk.gu,lk-k,kg,0,1,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
cvlm-ko,젊고,젊꼬,cvlm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
hulT-kito,훑기도,훌끼도,hul.gi.to,lT-k,lg,1,0,,,1,lC+Obstruen,,
ilk-kvna,읽거나,일꺼나,il.gv.na,lk-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짥께,Jalk.ge,lp-k,lkg,0,0,,,1,lC+Obstruen,,
talm-ci,닮지,담찌,tam.Ji,lm-c,mJ,0,1,,,1,lC+Obstruen,,
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
Poknvlp-ke,폭넓게,퐁넉께,PoN.nvk.ge,lp-k,kg,0,1,,,1,lC+Obstruen,,
Poknvlp-ke,폭넓게,퐁넓께,PoN.nvlp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
Poknvlp-ke,폭넓게,퐁널께,PoN.nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
ilk-kin,읽긴,읽낀,ilk.gin,lk-k,lkg,0,0,,,1,lC+Obstruen,,
yalp-ke,얇게,얄께,yal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
cvlm-ko,젊고,젊꼬,cvlm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
palp-kito,밟기도,발끼도,pal.gi.to,lp-k,lg,1,0,,,1,lC+Obstruen,,
ilk-ko,읽고,읽꼬,ilk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
cvlm-canhayo,젊잖아요,점짜나요,cvm.Ja.na.yo,lm-c,mJ,0,1,,,1,lC+Obstruen,,
talm-kin,닮긴,담낀,tam.gin,lm-k,mg,0,1,,,1,lC+Obstruen,,
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
talm-ko,닮고,당꼬,taN.go,lm-k,Ng,0,1,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
cvlm-ki,젊기,점끼,cvm.gi,lm-k,mg,0,1,,,1,lC+Obstruen,,
talm-ko,닮고,담꾸,tam.gu,lm-k,mg,0,1,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-kelato,짧게라도,짧께라도,Jalp.ge.la.to,lp-k,lpg,0,0,,,1,lC+Obstruen,,
nvlp-cin,넓진,넙찐,nvp.Jin,lp-c,pJ,0,1,,,1,lC+Obstruen,,
cvlm-ke,젊게,젋께,cvlp.ge,lm-k,lmg,0,0,,,1,lC+Obstruen,,
nvlp-ko,넓고,넘꼬,nvm.go,lp-k,mg,0,1,,,1,lC+Obstruen,,
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
Jalp-kegacinxn,짧게까지는,짥께까지는,Jalk.ge.ga.ci.nxn,lp-k,lkg,0,0,,,1,lC+Obstruen,,
Jalp-ko,짧고,짧꼬,Jalp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,,
nvlp-ke,넓게,넓께,nvlp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
kulm-ko,굶고,굼꼬,kum.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
yalp-ke,얇게,얄께,yal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ko,짧고,짤꼬,Jal.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ko,짧고,짥꼬,Jalk.go,lp-k,lkg,0,0,,,1,lC+Obstruen,,
nvlp-ko,넓고,널꾸,nvl.gu,lp-k,lg,1,0,,,1,lC+Obstruen,,
talm-ta,닮다,닮따,talm.da,lm-t,lmd,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ki,짧기,짤끼,Jal.gi,lp-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-tanxn,넓다는,널따는,nvl.da.nxn,lp-t,ld,1,0,,,1,lC+Obstruen,,
ilk-kosvnxn,읽고서는,일꾸서는,il.gu.sv.nxn,lk-k,lg,1,0,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
nvlp-ko,넓고,넓꼬,nvlp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
Jalp-ta,짧다,짤따,Jal.da,lp-t,ld,1,0,,,1,lC+Obstruen,,
talm-ko,닮고,당꼬,taN.go,lm-k,Ng,0,1,,,1,lC+Obstruen,,
Jalp-ta,짧다,짧따,Jalp.da,lp-t,lpd,0,0,,,1,lC+Obstruen,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
ilk-ki,읽기,일끼,il.gi,lk-k,lg,1,0,,,1,lC+Obstruen,,
ilk-ko,읽고,읽꼬,ilk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
ilk-ko,읽고,익꼬,ik.go,lk-k,kg,0,1,,,1,lC+Obstruen,,
kxlk-ko,긁고,긁꼬,kxlk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
kxlk-taka,긁다가,긁따가,kxlk.da.ka,lk-t,lkd,0,0,,,1,lC+Obstruen,,
nvlp-ko,넓고,넓꼬,nvlp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,,
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ciman,짧지만,짧찌만,Jalp.Ji.man,lp-c,lpJ,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
Jalp-ko,짧고,짤꼬,Jal.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ta,짧다,짧따,Jalp.da,lp-t,lpd,0,0,,,1,lC+Obstruen,,
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
ilk-ko,읽고,읽고,ilk.ko,lk-k,lkg,0,0,,,0,lC+Obstruen,,
Jalp-kenxn,짧게는,짤께는,Jal.ge.nxn,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-cito,짧지도,짧찌도,Jalp.Ji.to,lp-c,lpJ,0,0,,,1,lC+Obstruen,,
palp-ke,밟게,밟께,palp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
Jalp-ko,짧고,짧꼬,Jalp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,,
ilk-ki,읽기,익끼,ik.gi,lk-k,kg,0,1,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
talm-tvlako,닮더라고,담떠라고,tam.dv.la.ko,lm-t,md,0,1,,,1,lC+Obstruen,,
malk-ko,맑고,맑꼬,malk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
nvlp-kvtxn,넓거든,널꺼든,nvl.gv.txn,lp-k,lg,1,0,,,1,lC+Obstruen,,
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,,
cvlm-kvn,젊건,젊껀,cvlm.gvn,lm-k,lmg,0,0,,,1,lC+Obstruen,,
nvlp-ko,넓고,넑꾸,nvlk.gu,lp-k,lkg,0,0,,,1,lC+Obstruen,,
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,,
cvlm-tamyvn,젊다면,점따면,cvm.da.myvn,lm-t,md,0,1,,,1,lC+Obstruen,,
cvlm-kito,젊기도,점끼도,cvm.gi.to,lm-k,mg,0,1,,,1,lC+Obstruen,,
malk-ke,맑게,말께,mal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
nxlk-ki,늙기,늙끼,nxlk.gi,lk-k,lkg,0,0,,,1,lC+Obstruen,,
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
nxlk-ko,늙고,늙꾸,nxlk.gu,lk-k,lkg,0,0,,,1,lC+Obstruen,,
Jalp-kelato,짧게라도,짤께라도,Jal.ge.la.to,lp-k,lg,1,0,,,1,lC+Obstruen,,
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
kulm-ko,굶고,굼꼬,kum.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ke,넓게,넙께,nvp.ge,lp-k,pg,0,1,,,1,lC+Obstruen,,
nvlp-ta,넓다,널따,nvl.da,lp-t,ld,1,0,,,1,lC+Obstruen,,
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
yalp-ke,얇게,얇께,yalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짥께,Jalk.ge,lp-k,lkg,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-kepage,짧게밖에,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ko,넓고,널꼬,nvl.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ko,넓고,넓꾸,nvlp.gu,lp-k,lpg,0,0,,,1,lC+Obstruen,,
nvlp-ko,넓고,널꼬,nvl.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ko,넓고,널꾸,nvl.gu,lp-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ko,넓고,널꼬,nvl.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ki,넓기,널끼,nvl.gi,lp-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ci,넓지,넙찌,nvp.Ji,lp-c,pJ,0,1,,,1,lC+Obstruen,,
nvlp-ci,넓지,넓찌,nvlp.Ji,lp-c,lpJ,0,0,,,1,lC+Obstruen,,
mulk-ke,묽게,물께,mul.ge,lk-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-keto,짧게도,짤께도,Jal.ge.to,lp-k,lg,1,0,,,1,lC+Obstruen,,
kulk-canha,굵잖아,국짜나,kuk.Ja.na,lk-c,kJ,0,1,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
palp-ke,밟게,발께,pal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
ilk-ki,읽기,일끼,il.gi,lk-k,lg,1,0,,,1,lC+Obstruen,,
nxlk-ko,늙고,늘꼬,nxl.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-kekvtxnyo,짧게거든요,짧께거든녀,Jalp.ge.kv.txn.nyv,lp-k,lpg,0,0,,,1,lC+Obstruen,,
nxlk-ko,늙고,늘꼬,nxl.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
nxlk-ko,늙고,늘꼬,nxl.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
nxlk-ki,늙기,늙끼,nxlk.gi,lk-k,lkg,0,0,,,1,lC+Obstruen,,
nxlk-canhayo,늙잖아요,늘짜나요,nxl.Ja.na.yo,lk-c,lJ,1,0,,,1,lC+Obstruen,,
nvlpkito,넓기도,넓끼도,nvlp.gi.to,lk-g,lpg,0,0,,,1,lC+Obstruen,,
Jalp-kelanxn,짧게라는,짤께라는,Jal.ge.la.nxn,lp-k,lg,1,0,,,1,lC+Obstruen,,
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,,
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
salm-ko,삶고,삼꼬,sam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,,
talm-ko,닮고,담꾸,tam.gu,lm-k,mg,0,1,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
talm-ki,닮기,닮끼,talm.gi,lm-k,lmg,0,0,,,1,lC+Obstruen,,
talm-ci,닮지,담찌,tam.Ji,lm-c,mJ,0,1,,,1,lC+Obstruen,,
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
ilk-ko,읽고,일꾸,il.gu,lk-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-kenxn,넓게는,넓께는,nvlp.ge.nxn,lp-k,lpg,0,0,,,1,lC+Obstruen,,
nxlk-ki,늙기,늘끼,nxl.gi,lk-k,lg,1,0,,,1,lC+Obstruen,,
nxlk-ki,늙기,늘끼,nxl.gi,lk-k,lg,1,0,,,1,lC+Obstruen,,
nxlk-ki,늙기,늘끼,nxl.gi,lk-k,lg,1,0,,,1,lC+Obstruen,,
cvlm-ta,젊다,점따,cvm.da,lm-t,md,0,1,,,1,lC+Obstruen,,
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,,
yalp-ke,얇게,얄께,yal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ko,짧고,짤꾸,Jal.gu,lp-k,lg,1,0,,,1,lC+Obstruen,,
Poknvlp-ke,폭넓게,퐁널께,PoN.nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ko,넓고,넓꾸,nvlp.gu,lp-k,lpg,0,0,,,1,lC+Obstruen,,
nvlp-kito,넓기도,널끼도,nvl.gi.to,lp-k,lg,1,0,,,1,lC+Obstruen,,
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ta,짧다,짤따,Jal.da,lp-t,ld,1,0,,,1,lC+Obstruen,,
nvlp-tvlako,넓더라고,넓떠라고,nvlp.dv.la.ko,lp-t,lpd,0,0,,,1,lC+Obstruen,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-canhayo,짧잖아요,짤짜나요,Jal.Ja.na.yo,lp-c,lJ,1,0,,,1,lC+Obstruen,,
nvlp-ki,넓기,널끼,nvl.gi,lp-k,lg,1,0,,,1,lC+Obstruen,,
palp-ci,밟지,받찌,pat.Ji,lp-c,tJ,0,1,,,1,lC+Obstruen,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-cito,넓지도,넓찌도,nvlp.Ji.to,lp-c,lpJ,0,0,,,1,lC+Obstruen,,
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ko,짧고,짧꼬,Jalp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,,
nvlp-ko,넓고,넓꼬,nvlp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,,
palp-keSte,밟겠대,밟껟때,palp.get.de,lp-k,lpg,0,0,,,1,lC+Obstruen,,
dvlp-ko,떫고,떨꼬,dvl.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
nxlk-ko,늙고,늘꼬,nxl.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
yalp-canha,얇잖아,얍짜나,yap.Ja.na,lp-c,pJ,0,1,,,1,lC+Obstruen,,
nvlp-ke,넓게,넓께,nvlp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
talm-ko,닮고,당꼬,taN.go,lm-k,Ng,0,1,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ke,넓게,넓께,nvlp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
kulm-ke,굶게,굼께,kum.ge,lm-k,mg,0,1,,,1,lC+Obstruen,,
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
Jalp-kelato,짧게라도,짤께라도,Jal.ge.la.to,lp-k,lg,1,0,,,1,lC+Obstruen,,
Poknvlp-cinxn,폭넓지는,퐁넓찌는,PoN.nvlp.Ji.nxn,lp-c,lpJ,0,0,,,1,lC+Obstruen,,
nvlp-ko,넓고,널꼬,nvl.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,,
talm-cinxn,닮지는,담찌는,tam.Ji.nxn,lm-c,mJ,0,1,,,1,lC+Obstruen,,
talm-cin,닮진,닮찐,talm.Jin,lm-c,lmJ,0,0,,,1,lC+Obstruen,,
ilk-ko,읽고,일꾸,il.gu,lk-k,lg,1,0,,,1,lC+Obstruen,,
ilk-ko,읽고,읽꼬,ilk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
ilk-ko,읽고,일꾸,il.gu,lk-k,lg,1,0,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
malk-ko,맑고,말꾸,mal.gu,lk-k,lg,1,0,,,1,lC+Obstruen,,
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,,
ilk-ko,읽고,읽꼬,ilk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
Jalp-ko,짧고,짥꼬,Jalk.go,lp-k,lkg,0,0,,,1,lC+Obstruen,,
salm-ko,삶고,삶꼬,salm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,,
salm-ko,삶고,삼꼬,sam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
salm-ci,삶지,쌂찌,Salm.Ji,lm-c,lmJ,0,0,,,1,lC+Obstruen,,
salm-ko,삶고,삶꼬,salm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,,
ilk-ki,읽기,읽끼,ilk.gi,lk-k,lkg,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ke,넓게,넓께,nvlp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
nxlk-ko,늙고,늙꼬,nxlk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
cvlm-kito,젊기도,점끼도,cvm.gi.to,lm-k,mg,0,1,,,1,lC+Obstruen,,
cvlm-kito,젊기도,점끼두,cvm.gi.tu,lm-k,mg,0,1,,,1,lC+Obstruen,,
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
nxlk-kito,늙기도,늘끼도,nxl.gi.to,lk-k,lg,1,0,,,1,lC+Obstruen,,
mulk-ci,묽지,묽찌,mulk.Ji,lk-c,lkJ,0,0,,,1,lC+Obstruen,,
mulk-ci,묽지,묽찌,mulk.Ji,lk-c,lkJ,0,0,,,1,lC+Obstruen,,
Jalp-ko,짧고,짤꼬,Jal.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
kulm-kvna,굶거나,굼꺼나,kum.gv.na,lm-k,mg,0,1,,,1,lC+Obstruen,,
kulk-ke,굵게,굴께,kul.ge,lk-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ko,짧고,짤꼬,Jal.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
