Morphology_R,Morphology_H,Production_H,Production_R,UR,SR,simplify_delete_obstruent,simplify_delete_lateral,nasalize,lateralize,tensify,Type,notes,n
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
malk-talako,맑다라고,맑따라고,malk.da.la.ko,lk-t,lkd,0,0,,,1,lC+Obstruen,,
palp-kvna,밟거나,발꺼나,pal.gv.na,lp-k,lg,1,0,,,1,lC+Obstruen,,
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
Jalp-ko,짧고,짥꼬,Jalk.go,lp-k,lkg,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짥께,Jalk.ge,lp-k,lkg,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-kenxn,짧게는,짥께는,Jalk.ge.nxn,lp-k,lkg,0,0,,,1,lC+Obstruen,,
Jalp-kenxn,짧게는,짤께는,Jal.ge.nxn,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-kelato,짧게라도,짤께라도,Jal.ge.la.to,lp-k,lg,1,0,,,1,lC+Obstruen,,
ilk-kvna,읽거나,일꺼나,il.gv.na,lk-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ko,넓고,널꼬,nvl.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
palp-ko,밟고,밝꼬,palk.go,lp-k,lkg,0,0,,,1,lC+Obstruen,,
palp-ki,밟기,발끼,pal.gi,lp-k,lg,1,0,,,1,lC+Obstruen,,
yalp-ke,얇게,얇께,yalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
yalp-ta,얇다,얇따,yalp.da,lp-t,lpd,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ke,밝게,밝께,palk.ge,lk-k,lkg,0,0,,,1,lC+Obstruen,,
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
palk-ki,밝기,발끼,pal.gi,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ki,밝기,발끼,pal.gi,lk-k,lg,1,0,,,1,lC+Obstruen,,
palk-ta,밝다,발따,pal.da,lk-t,ld,1,0,,,1,lC+Obstruen,,
nvlp-ko,넓고,넓꼬,nvlp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,,
palk-ta,밝다,밝따,palk.da,lk-t,lkd,0,0,,,1,lC+Obstruen,,
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
palk-cito,밝지도,받찌도,pat.Ji.to,lk-c,tJ,0,1,,,1,lC+Obstruen,,
palp-ke,밟게,발께,pal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
palp-kosv,밟고서,발꼬서,pal.go.sv,lp-k,lg,1,0,,,1,lC+Obstruen,,
palp-ki,밟기,발끼,pal.gi,lp-k,lg,1,0,,,1,lC+Obstruen,,
palp-kito,밟기도,밟끼도,palp.gi.to,lp-k,lpg,0,0,,,1,lC+Obstruen,,
kulm-ko,굶고,굼꼬,kum.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
kulm-ci,굶지,굼찌,kum.Ji,lm-c,mJ,0,1,,,1,lC+Obstruen,,
kulm-ko,굶고,굼꼬,kum.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
palp-ko,밟고,밟꼬,palp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,,
kxlk-ko,긁고,글고,kxl.ko,lk-k,lk,1,0,,,0,lC+Obstruen,,
nvlp-cimanxn,넓지마는,널찌마는,nvl.Ji.ma.nxn,lp-c,lJ,1,0,,,1,lC+Obstruen,,
palp-ko,밟고,밟꼬,palp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,,
Jalp-ciman,짧지만,짤찌만,Jal.Ji.man,lp-c,lJ,1,0,,,1,lC+Obstruen,,
ilk-koman,읽고만,읽꼬만,ilk.go.man,lk-k,lkg,0,0,,,0,lC+Obstruen,,
Jalp-ki,짧기,짧끼,Jalp.gi,lp-k,lpg,0,0,,,1,lC+Obstruen,,
ilk-ta,읽다,일따,il.da,lk-t,ld,1,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-ko,짧고,짤꼬,Jal.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
palk-ke,밝게,밝께,palk.ge,lk-k,lkg,0,0,,,1,lC+Obstruen,,
yalp-ke,얇게,얇께,yalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,,
nxlk-ko,늙고,늘꼬,nxl.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
kulk-ko,굵고,굴꼬,kul.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-canhayo,짧잖아요,짧짜나요,Jalp.Ja.na.yo,lp-c,lpJ,0,0,,,1,lC+Obstruen,,
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
nvlp-ko,넓고,널꼬,nvl.go,lp-k,lg,1,0,,,1,lC+Obstruen,,
salm-kosv,삶고서,쌈꾸서,Sam.gu.sv,lm-k,mg,0,1,,,1,lC+Obstruen,,
nvlp-sxpnita,넓습니다,넓씀니다,nvlp.Sxm.ni.ta,lp-s,lpS,0,0,,,1,lC+Obstruen,,
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,,
Jalp-kenxn,짧게는,짤께는,Jal.ge.nxn,lp-k,lg,1,0,,,1,lC+Obstruen,,
nvlp-ko,넓고,넑꼬,nvlk.go,lp-k,lkg,0,0,,,1,lC+Obstruen,,
nvlp-ko,넓고,넓꼬,nvlp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,,
palp-ko,밟고,밟꼬,palp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,,
talm-kin,닮긴,달낀,tal.gin,lm-k,lg,1,0,,,1,lC+Obstruen,,
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,,
ilk-ko,읽고,읽꼬,ilk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,,
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,,
Jalp-tako,짧다고,짤따고,Jal.da.ko,lp-t,ld,1,0,,,1,lC+Obstruen,,
kulm-nxn,굶는,굼는,kum.nxn,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
kulm-nxn,굶는,굼는,kum.nxn,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
kulm-nxn,굶는,굼는,kum.nxn,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
kulm-nxn,굶는,굼는,kum.nxn,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
kulm-nxn,굶는,굼는,kum.nxn,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
kulm-nxntako,굶는다고,굼는다고,kum.nxn.ta.ko,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
kulm-nxntanxn,굶는다는,굼는다는,kum.nxn.ta.nxn,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
kxlk-nxn,긁는,극는,kxk.nxn,lk-n,kn,0,1,0.0,0.0,0,lC+Sonorant,,
kxlk-nxn,긁는,극는,kxk.nxn,lk-n,kn,0,1,0.0,0.0,0,lC+Sonorant,,
nxlk-nxn,늙는,늑는,nxk.nxn,lk-n,kn,0,1,0.0,0.0,0,lC+Sonorant,,
nxlk-nxn,늙는,늘는,nxl.nxn,lk-n,ln,1,0,0.0,0.0,0,lC+Sonorant,,
talm-nxn,닮는,담는,tam.nxn,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
talm-nxnta,닮는다,담는다,tam.nxn.ta,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
talm-nxntako,닮는다고,담는다고,tam.nxn.ta.ko,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
talm-nxntanxn,닮는다는,담는다는,tam.nxn.ta.nxn,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
palp-nxn,밟는,발는,pal.nxn,lp-n,ln,1,0,0.0,0.0,0,lC+Sonorant,,
palp-nxn,밟는,밥는,pap.nxn,lp-n,pn,0,1,0.0,0.0,0,lC+Sonorant,,
palp-nxn,밟는,밥는,pap.nxn,lp-n,pn,0,1,0.0,0.0,0,lC+Sonorant,,
palp-nxn,밟는,밥는,pap.nxn,lp-n,pn,0,1,0.0,0.0,0,lC+Sonorant,,
palp-nxn,밟는,밥는,pap.nxn,lp-n,pn,0,1,0.0,0.0,0,lC+Sonorant,,
salm-nxn,삶는,쌈는,Sam.nxn,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
salm-nxntatxnka,삶는다든가,쌈는다든가,Sam.nxn.ta.txn.ka,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
ilk-napwayo,읽나봐요,익나봐요,ik.na.pwa.yo,lk-n,kn,0,1,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,익는,ik.nxn,lk-n,kn,0,1,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,익는,ik.nxn,lk-n,kn,0,1,0.0,0.0,0,lC+Sonorant,,
ilk-nxntatxnci,읽는다든지,익는,ik.nxn,lk-n,kn,0,1,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,익는,ik.nxn,lk-n,kn,0,1,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,익는,ik.nxn,lk-n,kn,0,1,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,익는,ik.nxn,lk-n,kn,0,1,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,익는,ik.nxn,lk-n,kn,0,1,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,익는,ik.nxn,lk-n,kn,0,1,0.0,0.0,0,lC+Sonorant,,
ilk-nxnkuna,읽는구나,익는구나,ik.nxn.ku.na,lk-n,kn,0,1,0.0,0.0,0,lC+Sonorant,,
ilk-nxntanxn,읽는다는,익는다는,ik.nxn.ta.nxn,lk-n,kn,0,1,0.0,0.0,0,lC+Sonorant,,
ilk-nxntatxnka,읽는다든가,익는다든가,ik.nxn.ta.txn.ka,lk-n,kn,0,1,0.0,0.0,0,lC+Sonorant,,
ilk-nxnte,읽는데,익는데,ik.nxn.te,lk-n,kn,0,0,0.0,0.0,0,lC+Sonorant,,
ilk-nxnteto,읽는데도,익는데도,ik.nxn.te.to,lk-n,kn,0,1,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,일는,il.nxn,lk-n,ln,1,0,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,일는,il.nxn,lk-n,ln,1,0,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,일는,il.nxn,lk-n,ln,1,0,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,일는,il.nxn,lk-n,ln,1,0,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,일는,il.nxn,lk-n,ln,1,0,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,일는,il.nxn,lk-n,ln,1,0,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,일는,il.nxn,lk-n,ln,1,0,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,일는,il.nxn,lk-n,ln,1,0,0.0,0.0,0,lC+Sonorant,,
ilk-nxntakvna,읽는다거나,일는다거나,il.nxn.ta.kv.na,lk-n,ln,1,0,0.0,0.0,0,lC+Sonorant,,
ilk-nxntatxnka,읽는다든가,일는다던가,il.nxn.ta.tvn.ka,lk-n,ln,1,0,0.0,0.0,0,lC+Sonorant,,
ilk-nxntatxnka,읽는다든가,일는다든가,il.nxn.ta.txn.ka,lk-n,ln,1,0,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,읽는,ilk.nxn,lk-n,lkn,0,0,0.0,0.0,0,lC+Sonorant,,
ilk-nxnte,읽는데,읽는데,ilk.nxn.te,lk-n,lkn,0,0,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,잉는,iN.nxn,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,잉는,iN.nxn,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,잉는,iN.nxn,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
ilk-nxntatxnka,읽는다든가,잉는다던가,iN.nxn.ta.tvn.ka,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
cispalp-nxntako,짓밟는다고,짓밟는다고,cis.palp.nxn.ta.ko,lp-n,lpn,0,0,0.0,0.0,0,lC+Sonorant,,
cispalp-nxn,짓밟는,짓빫는,cis.balp.nxn,lp-n,lpn,0,0,0.0,0.0,0,lC+Sonorant,,
halT-nxn,핥는,할른,hal.lxn,lT-n,ll,1,0,0.0,1.0,0,lC+Sonorant,,
halT-nxn,핥는,할른,hal.lxn,lT-n,ll,1,0,0.0,1.0,0,lC+Sonorant,,
kulm-nxn,굶는,굴는,kul.nxn,lm-n,ln,1,0,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,일른,il.lxn,lk-n,ll,1,0,0.0,1.0,0,lC+Sonorant,,
salm-nxntatxnka,삶는다든가,쌈는다등가,Sam.nxn.ta.txN.ka,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
kulm-nxn,굶는,굼는,kum.nxn,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
nxlk-nxn,늙는,능는,nxN.nxn,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,잉는,iN.nxn,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
nxlk-nxn,늙는,능는,nxN.nxn,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
ilk-nxntatxnci,읽는다든지,읽는다든지,ilk.nxn.ta.txn.ci,lk-n,lkn,0,0,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,잉는,iN.nxn,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
ilk-nxntatxnka,읽는다든가,잉는다덩가,iN.nxn.ta.tvN.ka,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
kxlk-nxn,긁는,긍는,kxN.nxn,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
palp-nxn,밟는,밟는,palp.nxn,lp-n,lpn,0,0,0.0,0.0,0,lC+Sonorant,,
nxlk-nxn,늙는,능는,nxN.nxn,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,일는,il.nxn,lk-n,ln,1,0,0.0,0.0,0,lC+Sonorant,,
kxlk-nxn,긁는,긍는,kxN.nxn,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
palp-nxntanxn,밟는다는,밤는다는,pam.nxn.ta.nxn,lp-n,mn,0,1,1.0,0.0,0,lC+Sonorant,,
ilk-nxnte,읽는데,잉는데,iN.nxn.te,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,잉는,iN.nxn,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
ilk-nxntako,읽는다고,일는다고,il.nxn.ta.ko,lk-n,ln,1,0,0.0,0.0,0,lC+Sonorant,,
talm-nxntako,닮는다고,달믄다고,tal.mxn.ta.ko,lm-n,lm,1,0,0.0,0.0,0,lC+Sonorant,,
palp-nxn,밟는,밟는,palp.nxn,lp-n,lpn,0,0,0.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,읽는,ilk.nxn,lk-n,lkn,0,0,0.0,0.0,0,lC+Sonorant,,
talm-nxn,닮는,담는,tam.nxn,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
palp-nxn,밟는,밟는,palp.nxn,lp-n,lpn,0,0,0.0,0.0,0,lC+Sonorant,,
palp-nxn,밟는,밞는,palm.nxn,lp-n,lmn,0,0,1.0,0.0,0,lC+Sonorant,,
nxlk-nxntacanha,늙는다잖아,능는다자나,nxN.nxn.ta.ca.na,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
ilk-nxnte,읽는데,잉는데,iN.nxn.te,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
talm-nxntamyvnsv,닮는다면서,담는다면서,tam.nxn.ta.myvn.sv,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
Jalp-nyako,짧냐고,짭냐고,Jap.nya.ko,lp-n,pn,0,1,0.0,0.0,0,lC+Sonorant,,
palp-nxn,밟는,밟는,palp.nxn,lp-n,lpn,0,0,0.0,0.0,0,lC+Sonorant,,
salm-nxn,삶는,쌈는,Sam.nxn,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
talm-nxn,닮는,담는,tam.nxn,lm-n,mn,0,1,0.0,0.0,0,lC+Sonorant,,
nxlk-nxntanxn,늙는다는,능는다는,nxN.nxn.ta.nxn,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
nxlk-nxnta,늙는다,능는다,nxN.nxn.ta,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
nxlk-nxntani,늙는다니,능는다니,nxN.nxn.ta.ni,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
ilk-nxn,읽는,잉는,iN.nxn,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
kxlk-nxntakvna,긁는다거나,긍는다거나,kxN.nxn.ta.kv.na,lk-n,Nn,0,1,1.0,0.0,0,lC+Sonorant,,
palp-nxn,밟는,발른,pal.lxn,lp-n,ll,1,0,0.0,1.0,0,lC+Sonorant,,
Jalp-a,짧아,,Jal.pa,lp-a,lpa,0,0,,,0,lC+Vowel,,2.0
Jalp-acici,짧아지지,,Jal.pacici,lp-a,lpa,0,0,,,0,lC+Vowel,,2.0
Jalp-aciko,짧아지고,,Jal.paciko,lp-a,lpa,0,0,,,0,lC+Vowel,,5.0
Jalp-aciniga,짧아지니까,,Jal.paciniga,lp-a,lpa,0,0,,,0,lC+Vowel,,3.0
Jalp-acinxn,짧아지는,,Jal.pacinxn,lp-a,lpa,0,0,,,0,lC+Vowel,,3.0
Jalp-acinxnteyo,짧아지는데요,,Jal.pacinxnteyo,lp-a,lpa,0,0,,,0,lC+Vowel,,1.0
Jalp-acin,짧아진,,Jal.pacin,lp-a,lpa,0,0,,,0,lC+Vowel,,2.0
Jalp-acintanxn,짧아진다는,,Jal.pacintanxn,lp-a,lpa,0,0,,,0,lC+Vowel,,1.0
Jalp-acintatxnci,짧아진다든지,,Jal.pacintatxnci,lp-a,lpa,0,0,,,0,lC+Vowel,,1.0
Jalp-acyv,짧아져,,Jal.pacyv,lp-a,lpa,0,0,,,0,lC+Vowel,,1.0
Jalp-acyvkaciko,짧아져가지고,,Jal.pacyvkaciko,lp-a,lpa,0,0,,,0,lC+Vowel,,2.0
Jalp-acyvsv,짧아져서,,Jal.pacyvsv,lp-a,lpa,0,0,,,0,lC+Vowel,,2.0
Jalp-acyvSkunalanxn,짧아졌구나라는,,Jal.pacyvSkunalanxn,lp-a,lpa,0,0,,,0,lC+Vowel,,1.0
Jalp-acyvSnxnte,짧아졌는데,,Jal.pacyvSnxnte,lp-a,lpa,0,0,,,0,lC+Vowel,,1.0
Jalp-acyvSta,짧아졌다,,Jal.pacyvSta,lp-a,lpa,0,0,,,0,lC+Vowel,,1.0
Jalp-acyvStako,짧아졌다고,,Jal.pacyvStako,lp-a,lpa,0,0,,,0,lC+Vowel,,1.0
Jalp-acyvStanxn,짧아졌다는,,Jal.pacyvStanxn,lp-a,lpa,0,0,,,0,lC+Vowel,,2.0
Jalp-acyvSxmyvn,짧아졌으면,,Jal.pacyvSxmyvn,lp-a,lpa,0,0,,,0,lC+Vowel,,1.0
Jalp-akaciko,짧아가지고,,Jal.pakaciko,lp-a,lpa,0,0,,,0,lC+Vowel,,3.0
Jalp-asv,짧아서,,Jal.pasv,lp-a,lpa,0,0,,,0,lC+Vowel,,20.0
Jalp-ato,짧아도,,Jal.pato,lp-a,lpa,0,0,,,0,lC+Vowel,,3.0
Jalp-ayo,짧아요,,Jal.payo,lp-a,lpa,0,0,,,0,lC+Vowel,,5.0
Jalp-aSki,짧았기,,Jal.paSki,lp-a,lpa,0,0,,,0,lC+Vowel,,3.0
Jalp-aSkvtxnyo,짧았거든요,,Jal.paSkvtxnyo,lp-a,lpa,0,0,,,0,lC+Vowel,,2.0
Jalp-aSnxnte,짧았는데,,Jal.paSnxnte,lp-a,lpa,0,0,,,0,lC+Vowel,,1.0
Jalp-aStanxn,짧았다는,,Jal.paStanxn,lp-a,lpa,0,0,,,0,lC+Vowel,,1.0
Jalp-aStvn,짧았던,,Jal.paStvn,lp-a,lpa,0,0,,,0,lC+Vowel,,4.0
Jalp-aSvyo,짧았어요,,Jal.paSvyo,lp-a,lpa,0,0,,,0,lC+Vowel,,2.0
Jalp-x,짧으,,Jal.px,lp-x,lpx,0,0,,,0,lC+Vowel,,1.0
Jalp-xmyvn,짧으면,,Jal.pxmyvn,lp-x,lpx,0,0,,,0,lC+Vowel,,8.0
Jalp-xniga,짧으니까,,Jal.pxniga,lp-x,lpx,0,0,,,0,lC+Vowel,,5.0
Jalp-xl,짧을,,Jal.pxl,lp-x,lpx,0,0,,,0,lC+Vowel,,2.0
Jalp-xn,짧은,,Jal.pxn,lp-x,lpx,0,0,,,0,lC+Vowel,,151.0
Jalp-xnte,짧은데,,Jal.pxnte,lp-x,lpx,0,0,,,0,lC+Vowel,,6.0
Jalp-xnteto,짧은데도,,Jal.pxnteto,lp-x,lpx,0,0,,,0,lC+Vowel,,1.0
Poknvlp-xn,폭넓은,,Poknvl.pxn,lp-x,lpx,0,0,,,0,lC+Vowel,,4.0
cilm-vcikeSta,짊어지겠다,,cil.mvcikeSta,lm-v,lmv,0,0,,,0,lC+Vowel,,1.0
cilm-vciko,짊어지고,,cil.mvciko,lm-v,lmv,0,0,,,0,lC+Vowel,,11.0
cilm-vcilyvko,짊어지려고,,cil.mvcilyvko,lm-v,lmv,0,0,,,0,lC+Vowel,,1.0
cilm-vcinxn,짊어지는,,cil.mvcinxn,lm-v,lmv,0,0,,,0,lC+Vowel,,2.0
cilm-vcil,짊어질,,cil.mvcil,lm-v,lmv,0,0,,,0,lC+Vowel,,1.0
cilm-vcilga,짊어질까,,cil.mvcilga,lm-v,lmv,0,0,,,0,lC+Vowel,,1.0
cilm-vcyvto,짊어져도,,cil.mvcyvto,lm-v,lmv,0,0,,,0,lC+Vowel,,1.0
cilm-vcyvya,짊어져야,,cil.mvcyvya,lm-v,lmv,0,0,,,0,lC+Vowel,,2.0
cispalp-apvlin,짓밟아버린,,cispal.papvlin,lp-a,lpa,0,0,,,0,lC+Vowel,,1.0
cispalp-aStvn,짓밟았던,,cispal.paStvn,lp-a,lpa,0,0,,,0,lC+Vowel,,1.0
cvlm-v,젊어,,cvl.mv,lm-v,lmv,0,0,,,0,lC+Vowel,,6.0
cvlm-vciko,젊어지고,,cvl.mvciko,lm-v,lmv,0,0,,,0,lC+Vowel,,1.0
